"nurseryid"	"(E)-Geranylacetone"	"1-Butanol"	"1-Butanol, 2-methyl-"	"1-Butanol, 2-methyl-, acetate"	"1-Dodecanol"	"1-Heptanol"	"1-Hexanol"	"1-Hexanol, 2-ethyl-"	"1-Octanol"	"1-Octen-3-ol"	"1-Octen-3-one"	"1-Pentanol"	"1-Penten-3-one"	"1-Penten-3-one, 2-methyl-"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"1,3,6,10-Dodecatetraene, 3,7,11-trimethyl"	"2-Dodecanone"	"2-Heptanone"	"2-Heptenal"	"2-Hexen-1-ol, acetate, (Z)-"	"2-Hexenal"	"2-Octenal, (E)-"	"2-Pentenal, (E)-"	"2-Propenal"	"2,2,7,7-Tetramethyloctane"	"2,4-Heptadienal, (E,E)-"	"2,4-Hexadienal"	"3-Hexenal"	"3-Hexenyl acetate"	"3-Methyl-3-butenyl acetate"	"4-Oxohex-2-enal"	"5-ethyl-2(5H)-furanone"	"5-Hepten-2-ol, 6-methyl-"	"5-Hepten-2-one, 6-methyl-"	"5-Hexen-1-ol"	"5-Hexenyl acetate"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzaldehyde"	"Benzene"	"Benzophenone"	"Benzothiazole"	"Butanal"	"Butanal, 2-methyl-"	"Butane, 1-methoxy-2-methyl-"	"Butanoic acid, 2-methyl-, 2-methylbutyl ester"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methyl-, methyl ester"	"Butanoic acid, 2-methyl-, pentyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, 3-hydroxy-, ethyl ester"	"Butanoic acid, butyl ester"	"Butanoic acid, ethyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyl 2-methylbutanoate"	"Butyrolactone"	"Cyclopropane, nonyl-"	"Decanal"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-methyl-"	"Furan, 2-pentyl-"	"Furan, tetrahydro-2,2,5,5-tetramethyl-"	"Heptanal"	"Heptane, 2,2,4,6,6-pentamethyl"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, 2-ethyl-"	"Hexanoic acid, butyl ester"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, hexyl ester"	"Hexanoic acid, methyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"n-Propyl acetate"	"Octanal"	"Octane, 2,2,6-trimethyl-"	"Pentanal"	"Pentanoic acid, ethyl ester"	"Phenol"	"Propanal"	"Propanoic acid, 2-methyl-, butyl ester"	"Propanoic acid, 2-methyl-, ethyl ester"	"Propanoic acid, 2-methyl-, hexyl ester"	"Propanoic acid, butyl ester"	"Propanoic acid, ethyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Toluene"	"β-Damascenone"
4223	0	8993066	10005953	2267457	0	140400	36660725	145075	330494	0	101077	586403	30754	0	0	99062	0	0	76160	0	100954	0	2659103	34163	0	0	0	0	132306	2753307	0	0	0	0	0	62014	29692	0	184394	0	1710587	155776	0	0	34700	0	0	0	0	0	0	38108	15925	1546125	3790698	106642	27490	74096	502764	0	4161590	36717458	7797039	2074367	194017	4150697	650617	28734	0	30578	0	156734	0	0	0	0	91930	0	0	5019778	7612	0	784912	253633	1071810	0	0	0	0	0	102524	44794	0	0	0	0	64254	30121	80395	501034	928956	0	0	0	0	11587
4226	0	16871290	9119812	0	0	50660	34777938	1148175	0	0	30570	1002470	0	0	0	101235	0	0	43199	45574	13138	0	662369	12278	0	0	56392	0	35073.5	1337255	0	0	0	0	0	34775	53316	0	118294	0	92355	13662	0	0	44594	0	0	0	0	0	30400	0	0	697657	942914	24119	6590.3	36683	849368	0	6371431	22026966	3382253	832054	265215	4568047	636724	27017	0	14048	0	70094	0	0	0	0	200643	0	13764	1753783	0	0	634186	536973	453830	0	0	0	0	0	97488	76202	694703	0	2185.5	0	217886	77949	63957	233288	352995	0	0	0	0	0
4244	0	15398162	10911537	743952	41769	30207	29127031	342416	31175	0	151024	1107650	39195	118220	54462	124073	0	55891	0	14871	127901	0	1235626	70866	0	0	0	0	127629	2737813	0	0	0	0	32119	204133	50488	0	9841892	0	556888	32274	0	0	39408	0	0	6381.6	0	0	0	48325	0	167208	2015254	25213	10836	34092	175370	0	4569569	6497809	2273659	698078	149839	2590213	429708	18961	0	53935	0	53642	0	0	0	0	159421	0	0	3206770	0	0	362153	0	570365	0	0	0	0	0	133592	39693.5	559878	0	0	15637	0	0	0	484677	0	31581	0	0	0	52128
4258	0	7604930	27046947	1438908	0	55522	19424684	144002	38961	0	122954	1039233	29087	0	0	222603	0	0	0	0	111631	0	2483687	46676	0	0	0	0	126337	3131728	0	0	0	0	0	97171	101719	0	571247	0	700319	176518	0	14287	39353	0	0	8784.6	0	0	0	31338	98498	0	4445048	239004	115127	144998	104184	0	3004439	429753	1506202	1928765	114381	884883	752621	29189	57852	23334	0	0	0	32972	0	0	71338	11103	0	2107962	0	0	0	0	117938	0	0	0	0	0	112290	32233.5	0	0	0	0	102819	0	74388	413242	0	0	0	0	0	53601
4259	0	8269757	1624189	77974	0	0	12311532	350248	0	0	45837	474801	60528	0	0	136776	0	0	0	0	41704	0	1834331	53074	0	0	0	0	91460	2860729	0	0	0	0	0	0	0	0	0	0	256470	127495	0	0	36941	0	12392	0	0	0	0	0	0	0	0	0	0	0	0	0	159127	2634447	94551	147470	0	146382	0	0	0	0	0	152067	0	0	0	0	141894	11358	0	2911030	0	0	0	0	0	0	0	0	12674.45	0	235432	42956	420276	0	0	0	0	0	0	0	0	0	0	0	25075	114434
4302	0	2055850	1617107	30957926	0	0	1787183	262763	0	0	206082	116694	108863	0	0	0	0	0	0	0	143427	0	10270812	67136	87497	0	0	0	241861	8664118	0	0	0	0	0	239217	0	752093	423658	0	42014074	9333708	0	2456608	0	0	0	0	0	0	0	0	0	0	172152	0	0	0	0	0	256847	437029	25363	0	0	0	94926	28229	0	97254	0	0	0	0	0	0	204191	0	0	7198792	0	0	27102	0	53674	0	0	856315	0	718606	199174	52715	813042	0	0	0	0	0	0	199245	0	0	0	0	0	0
4306	0	3462919	3200710	0	0	0	7260249	124430	0	0	253334	160440	173283	0	0	0	0	86219	0	0	235820	0	78244636	117939	0	0	27244	0	266814	0	0	0	0	0	13037	383137	7081.8	0	9309056	0	173023	233089	0	0	0	0	0	0	0	0	0	0	0	7371.7	607400	202933	0	38681	0	0	13222166	1682985	1756223	3312356	129256	1324952	282887	0	70815	121111	0	0	0	0	0	0	81842	0	0	72837367	0	0	0	0	201154	316165	0	0	0	0	172097	47022	934671	0	0	0	0	0	0	143905	0	0	0	0	0	81369
4325	0	1183385	736101	8743952	0	0	858854	55570	0	0	30024	99075	38918	0	0	76114	0	0	0	0	27434	0	2580531	0	0	0	0	0	293339.5	9549865	15864	0	11698	0	0	20100	0	0	98443	0	15251810	2924903	0	1422112	17128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19472	0	4838399	0	0	0	0	4794.7	0	0	1342951	23721	183062	0	57921	236010	0	0	0	0	0	0	0	0	0	0	0	0	73956
4334	0	2500723	19614456	0	0	0	8174804	192157	0	0	30769	276728	49045	0	0	78357	0	0	0	0	21178	0	5454847	10209	0	0	87026	0	281473	7475343	0	0	0	0	0	29667	0	0	942550	0	316458	33351	0	0	29792	0	5622.8	0	0	0	106149	0	55813	38117	1083023	217589	0	150577	327410	0	1183950	1241985	2802389	1254663	90009	2842499	169999	0	0	0	0	0	0	0	0	27845	6855.4	0	0	5151805	0	0	0	0	197246	218289	0	0	0	7743.3	45036	129502	0	0	0	0	0	0	0	101926	0	0	278047	0	0	129298
5003	0	7333825	523233	2575049	0	0	7208186	24155	0	0	54717	0	88090	0	16653	0	0	0	0	0	65268	0	15487359	57036	0	0	0	0	266142.5	0	0	0	0	0	17299	286941	0	0	870078	0	62355069	9129882	165628	315214	33532	0	0	0	0	0	0	0	0	70217	146128	79821	0	0	0	0	358379	3295380	303255	427785	0	0	47788	0	0	95319	2817.1	20609	1276824	0	0	0	128899	0	0	21412161	0	0	294208	0	229697	0	0	797436	0	614340	160198	6017.3	0	0	0	0	0	0	0	0	0	0	6725.3	0	0	74594
5006	0	8260288	4114111	27923	0	14942	12921518	691539	43446	0	127215	414497	48699	0	0	0	0	0	0	81610	87436	0	4593985	54856	0	0	0	0	372541.5	14346236	0	0	0	0	0	223750	0	0	238183	0	422217	283975	0	0	0	0	0	0	0	0	0	0	0	0	42283	0	0	0	0	0	50633	0	0	0	0	0	0	0	0	62617	0	0	0	0	0	0	245022	15178	0	9317436	0	7144.4	0	0	0	0	0	0	0	0	194461	42593	467730	0	0	0	0	0	0	0	0	0	0	0	0	123997
5011	0	2402629	778411	16952026	0	0	6798661	62060	36016	0	0	98036	35599	0	0	63620	0	8124.4	0	0	0	0	3017308	0	0	0	44054	0	320538	8460030	0	0	0	0	11531	74469	0	320580	1325078	0	54654731	39515394	0	3395370	34767	0	3762.1	0	0	0	0	0	0	0	208707	0	0	0	0	0	315907	1240409	455672	0	0	0	15751	0	0	0	0	15977	0	0	0	0	0	17332	0	2883625	0	0	0	0	54492	0	0	1125642	0	698447	0	72289	0	0	6232.9	0	0	0	0	157049	0	5549.2	0	0	0	59542
5014	0	3389841	1605736	61024765	0	0	4868049	617815	11624	0	0	100161	103726	0	0	102028	0	106634	0	0	26698	0	7889401	21773	0	0	0	0	343330	10135182	18535	0	0	3946.6	23110	169727	0	31780	7115601	0	72278415	25991351	0	3749502	53987	0	6224.1	0	0	0	0	0	0	0	284910	0	0	21656	0	0	5193156	1098900	1710003	326929	45880	0	242654	0	0	0	0	0	0	17145	0	0	96589	0	0	3508823	0	0	253530	0	302149	0	0	2390255	0	1318035	116808	0	280497	0	2350.6	11103	0	0	0	606785	0	3066	0	0	0	82283
5022	0	18648021	2223804	105196	392390	0	17538615	310433	0	0	236774	363137	188926	11364	75009	12205	0	53641	0	0	213786	0	75992876	138827	33967	0	0	0	202312	0	0	0	0	0	108024	343019	0	0	5639626	0	962438	176381	0	0	0	0	0	0	0	0	19342	0	0	0	0	0	0	0	0	0	4107095	0	169473	0	0	0	0	0	0	73225	11749	1717341	0	0	0	0	168551	30659	5256.1	31531377	32029	0	207970	0	143832	0	0	0	0	0	302265	45147	391229	0	0	0	0	0	0	0	0	0	0	0	0	12050
5036	0	1525824	1882445	0	0	0	4548045	379370	0	0	32119	162005	132445	0	0	0	0	182070	0	80183	29723	0	8124043	19965	0	0	0	0	812927.5	26601918	0	0	33881	18719	0	47925	0	0	15911332	0	73776	157755	0	0	40978	0	0	0	0	0	0	0	0	0	502560	0	0	0	0	0	298533	351599	1454745	239100	19364	465156	31178	0	0	0	0	0	0	41948	0	0	141113	0	0	5431986	0	0	0	0	311393	0	0	0	0	0	36820	56933.5	377215	0	0	0	0	0	304953	107951	0	125166	0	0	0	141721
5039	0	1957594	5036790	1058782	0	0	4440962	339960	0	0	90161	227335	77722	0	0	32006	0	6395.6	0	0	53436	0	24185695	28554	0	0	0	0	181234	0	0	0	0	0	0	175930	0	0	2939874	0	444851	380327	0	0	33962	0	0	0	0	0	33615	3544.4	22994	3649431	1469431	0	15454	21652	335973	0	713943	19910817	238951	0	0	1116220	510626	0	0	63877	0	105465	0	0	0	0	68046	28096	0	5139967	0	0	99470	487645	304410	0	0	0	0	35459	125481	50537	548770	281675	0	0	0	25003	0	41775	0	0	0	0	0	0
5050	0	268388	380395	52492	0	0	285727	488349	0	0	13074	22767	29797	0	0	0	0	0	0	150122	0	0	2690012	12892	0	47023	0	0	70700	2009423	0	0	0	0	0	106614	0	0	779259	0	142999	47194	0	0	91337	0	127402	0	5049.1	0	0	0	0	0	0	0	0	0	0	0	63715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148678	0	0	1328135	0	142431	0	0	0	0	0	0	0	0	116302	45091	248400	0	0	0	0	0	0	0	0	0	0	0	0	43499
5057	0	993223	693182	2546427	0	0	1542379	295835	0	0	55882	77264	123579	0	0	28214	0	0	0	0	40614	0	6806137	22730	0	0	0	0	719365.5	23772766	0	0	32796	0	0	72298	0	0	703719	0	5119038	1876382	0	310852	29004	0	8129.2	0	0	0	0	0	0	0	0	0	0	0	0	0	109730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111858	0	0	3548187	0	0	0	0	31763	0	0	286187	0	0	77274	41568.5	492405	0	0	0	0	0	0	0	0	0	0	0	0	103910
5063	0	8081306	10307943	1972297	0	270039	32601357	215546	314316	0	72622	740072	82122	0	173305	3151.3	0	0	0	0	77082	0	8361782	59009	0	0	0	0	566133.5	0	0	0	0	0	38594	232652	0	0	0	0	3676737	179610	0	0	53806	0	0	0	0	0	0	0	0	7176851	3793279	238001	0	7753.1	1019609	0	1113900	43559021	2733705	452616	0	5759129	245100	17277	0	7888.2	0	185658	0	0	0	0	184092	17425	0	16751854	0	0	915164	1410181	2009688	0	485482	0	0	0	100007	35431	581938	1518987	0	0	0	141996	0	0	4792420	18040	0	0	0	205880
5078	0	11384741	3645576	28064795	153608	0	21161035	366441	428049	12625	0	351700	361760	0	74256	72682	693067	0	0	0	114716	25856	19773492	11764	0	0	0	0	1055459.5	29757374	0	0	0	33607	4337.1	89905	0	194028	1682024	358044	126461894	41129847	161940	3460264	0	0	33092	98869	0	0	0	0	0	29570753	430937	0	0	0	1524864	16021	1192092	142526432	1163157	929911	0	2408492	279851	0	0	184235	117601	2755370	57230337	0	0	0	253221	0	0	11603700	0	0	0	3223682	331810	0	204292	1562295	0	8153019	415933	55527	0	0	0	0	0	1124448	0	133105	7390059	0	0	0	19543	0
5095	0	314676	616663	53536	0	0	371176	700009	0	0	30855	0	60468	0	0	28315	0	0	0	0	27761	0	5227297	0	0	0	0	0	312712	13301458	0	0	0	0	0	271069	0	0	1278001	0	132641	143742	0	0	87323	0	0	30521	0	0	0	0	0	0	0	0	0	0	0	0	182993	0	0	0	0	0	0	0	0	148496	0	0	0	0	0	0	89445	22235	0	3284303	0	0	0	0	0	0	0	0	19386	0	163211	64491	380038	0	0	0	0	0	0	0	0	0	0	0	0	0
5097	0	3602296	11906762	8019.1	88479	43807	11266120	433348	60947	0	162615	330827	123111	0	0	91288	0	90661	0	0	117605	0	5290873	43114	0	0	0	0	598265	23368122	0	0	0	0	47954	371736	0	0	9533268	0	355094	327982	0	0	50671	0	0	39268	32009	0	0	120402	9074.4	24987	1485690	178182	1806.2	51842	132876	0	1313070	1067990	1598808	1654585	0	1118947	185333	34291	0	123539	0	0	0	0	0	0	282214	49141	0	10236061	0	0	0	0	180401	0	0	0	0	0	311392	56879	1055123	0	0	0	0	0	0	0	0	0	0	0	0	0
5107	0	17984484	9888594	83290177	0	448058	60590942	166743	797865	28102	434520	935747	172841	0	373089	0	0	6851.5	0	0	488221	0	28510910	148957	0	0	0	0	839714.5	20647822	0	0	0	22293	100118	137172	0	174073	2411819	23267	90921931	108639467	0	7786243	0	0	0	0	14080	0	0	0	150160	715681	8649493	0	84159	288992	6765787	0	23271980	9905848	26906188	370819	0	47166699	3756521	17926	58134	173875	1111655	117595	774578	0	0	0	419767	0	14692	36424364	0	0	0	568151	3508654	0	3973889	483227	0	6341477	600382	6577.5	1048866	0	0	179367	0	0	0	2007667	0	524870	2795834	0	0	3287
5109	0	91910	983020	9908319	0	0	466657	38861	0	0	16334	0	56470	0	0	7786.2	0	0	0	0	9409.1	0	10503751	3828.6	26165	0	0	0	462328	15555004	0	0	22164	0	0	0	0	34482	0	0	2527096	1722453	0	334593	12452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28835	0	0	1845504	0	0	0	0	0	0	0	463171	16459	0	44901	53696	0	0	0	0	0	0	0	0	0	0	0	0	0	109780
5130	0	16049479	586881	1889171	0	27841	20184457	159742	179270	49484	739052	79834	275728	0	118225	196334	0	42868	0	25190	735317	0	49913920	263725	0	0	15705	0	632471.5	16858031	0	0	10618	0	66590	414094	0	0	9620085	0	47177699	15514757	70102	434448	0	0	0	38783	3700.9	0	0	0	0	75148	51285	0	0	0	0	0	8943379	13757058	2538661	1414397	0	3046805	45937	20467	0	92789	64265	88276	0	0	0	0	317857	16431	11782	95679627	0	0	0	504342	587681	45229	32045	786883	0	588531	196547	35694	526671	0	11550	0	0	0	0	93776	0	0	0	0	0	0
5140	0	3854285	251900	10193361	0	35226	6594383	245277	27735	8211.3	177407	132706	107690	0	0	0	0	0	0	0	243342	0	3647130	88839	0	0	0	0	682316	21523116	382489	139963	0	17668	0	71015	0	1057757	694614	0	129522651	63353948	0	7806841	0	0	0	31772	0	0	0	0	0	0	94730	0	0	0	0	0	1142983	216309	967337	549420	0	0	12342	27340	0	72476	0	0	0	0	0	0	133503	0	0	9397423	0	0	0	0	38655	0	0	1087199	0	424070	356166	0	639835	0	0	0	0	0	0	230529	0	0	0	0	0	0
5142	0	466312	431949	1439006	0	0	1327624	410614	0	0	324872	0	115791	0	0	0	0	0	0	0	317332	0	2288973	106419	0	0	0	0	405675	17021947	0	0	0	0	0	76155	0	40117	253785	0	1455436	3316503	0	213974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45713	0	24503	0	0	0	0	30685	0	85436	0	0	0	0	0	0	170011	0	0	4224561	0	0	0	0	0	0	0	95240	0	0	190596	24228	976359	0	0	0	0	0	0	0	0	0	0	0	0	24946
5146	0	3718360	926206	191322	0	0	7386315	55352	0	0	77957	172320	157125	0	0	28297	0	172198	0	0	87237	0	25471932	37367	0	0	12101	0	1130041.5	40211537	0	0	57829	23558	27352	456926	0	0	14066726	0	1052374	786276	0	0	27031	0	0	0	0	0	0	0	0	0	53890	0	0	0	0	0	3091120	1888493	955513	241728	14856	548327	0	0	0	0	0	0	0	0	0	0	31745	0	0	7940878	0	0	0	0	90340	0	0	0	21783	0	29736	30001	304065	0	0	0	0	0	0	0	0	0	0	0	0	122365
5148	0	702060	6161123	63389	0	0	2339926	199734	0	0	16456	110096	33339	0	0	22439	0	0	0	0	0	0	7524888	0	0	0	0	0	202083	4180127	0	0	0	0	0	0	0	0	155062	0	172623	69601	0	0	0	0	4232.7	0	0	0	36860	0	0	0	0	0	0	0	0	0	0	0	18994	0	0	0	0	0	0	0	0	0	0	0	0	0	35736	4347.5	0	2926771	0	0	0	0	0	0	0	0	14065	0	64961	0	192410	0	0	0	0	0	0	0	0	0	0	0	0	0
5155	0	5761504	5059491	54677	0	529908	92400674	347236	757396	11274	347573	877516	0	15152	0	0	788279	104997	0	0	257221	0	2545649	67064	0	0	0	0	262073.5	7627132	0	0	0	4338.9	87916	213679	0	0	6772148	0	473105	314115	77252	0	37406	0	0	27804	0	0	0	0	0	88929900	895865	1387966	0	0	456016	833421	495249	272160344	2083965	5939358	0	1174750	18783	18032	0	0	12929	9445094	15664599	0	0	0	40556	0	0	8432210	243512	0	133471	33389969	290477	1194793	0	0	0	0	100244	43171	0	2730920	0	0	0	5412223	79379	0	16667372	36086	0	0	0	0
5168	0	2315428	2294928	47282986	0	0	4181910	979494	19325	0	52241	110044	164598	0	0	57537	0	0	0	100150	53096	0	4843848	34528	0	142017	0	0	340190	10473865	37356	0	16397	0	0	42988	0	469289	268410	0	49628833	27150367	0	2945195	96738	0	148271	63117	0	0	0	0	0	0	61157	0	0	0	0	0	298649	0	126583	104308	0	0	39421	0	0	18453	0	0	0	33362	0	0	327614	18109	0	10857872	0	58299	0	0	0	0	0	2539880	0	221017	178250	59255	405318	0	6254.5	0	0	0	0	73157	0	0	0	0	0	0
5171	0	31306253	6005193	0	0	46837	39551006	206795	121209	21024	453917	727507	143350	8170.6	0	57690	0	138879	0	0	441725	0	27690774	201399	0	0	0	0	629579	18669282	0	0	0	16418	49792	221689	0	0	8241784	0	1176294	169599	0	0	0	0	0	0	0	0	0	128815	0	614735	599580	61147	0	42885	0	0	27120311	54326712	7376667	6870086	208405	6301483	429708	16631	0	31312	94858	93816	0	0	0	0	136126	0	0	56424735	105401	0	1397015	377223	623611	85122	0	0	0	0	144382	0	235782	0	8340.1	0	0	0	0	385721	0	0	0	0	0	72368
5177	0	3834215	1096552	16434033	0	28256	8889075	1001238	103558	0	205357	221656	331330	0	0	31853	0	0	0	0	165305	0	9005906	86172	105636	0	0	0	962127.5	30977803	0	0	31772	24018	0	75401	0	49738	83154	0	59009430	41515500	0	4230074	0	0	26343	35630	0	2692.1	0	0	0	0	1057334	0	0	0	0	0	4823206	1079045	2774541	1012630	77186	0	235784	14181	0	14032	151885	0	0	0	0	0	159585	0	0	7148814	0	0	0	0	187929	95066	0	944509	0	150937	214502	50429	1050470	0	0	0	249070	0	0	546913	0	17828	0	0	0	23084
5183	0	1412838	998278	23226923	0	0	1010601	905961	0	0	207234	29567	671320	0	0	19942	0	0	0	0	189987	0	21605929	70322	0	36381	0	7350.4	484159.5	14759923	0	0	0	10872	0	112473	0	26550	53095	0	32681907	10397001	0	2064966	44434	0	245157	0	11145	0	0	0	0	0	147388	0	0	0	0	0	2003934	0	102445	304500	0	0	155893	0	0	0	0	0	0	0	0	0	193704	0	0	18972960	0	0	107571	0	73709	0	0	2705952	0	150848	295131	0	853271	0	8676.9	0	0	0	0	193507	0	0	0	0	151391	0
5192	0	2873253	8117997	92084	0	0	7698767	257315	4319.8	0	102735	299930	234426	0	66465	62665	0	0	0	0	60085	0	12988703	26502	0	0	0	0	199310	6186022	0	0	0	0	0	126485	26738	0	939890	0	413715	427076	0	0	53041	0	22004	31530	0	0	0	0	28238	0	2731245	588295	0	0	0	0	586437	0	724729	0	8548.7	149705	334608	29297	0	31666	5110.9	0	0	0	0	0	101911	0	0	10229790	0	0	0	0	16079	0	0	0	0	0	203412	36440	494012	0	6142.7	0	0	0	24797	156264	0	14055	0	0	0	0
5195	0	7417375	5812537	0	0	98681	34907555	654044	129950	27714	539636	592664	160751	0	0	35865	0	0	0	0	581689	0	8153677	245401	25981	0	0	6403.2	689651	22321211	0	0	0	0	3070.3	144203	95252	0	1345095	0	79493	36845	0	0	0	0	0	0	0	0	0	0	0	49179	995953	133640	0	38371	0	0	5873009	3196287	12134196	3126839	223150	1807051	207017	15956	0	19794	0	0	0	0	0	0	68226	0	0	11035091	0	0	0	0	935496	134829	0	0	0	0	112017	35333	0	0	7571.4	0	0	0	56815	428270	0	0	58892	0	0	37196
5200	0	1989585	1844394	477763	0	0	3284941	117899	0	0	113460	145013	265872	0	0	0	0	310210	0	0	120895	0	14127201	36799	0	0	0	0	535836.5	18985604	0	0	0	0	10634	150230	0	0	25273355	0	474555	118872	0	0	57483	0	0	0	0	0	0	0	0	0	1295009	0	0	31568	0	0	3301879	334072	5295855	317546	96398	632453	98007	0	0	26788	6098.3	0	0	0	0	0	192873	19083	0	19263494	0	0	0	0	2766034	0	0	0	36886	0	136753	33512	519749	0	0	0	31599	0	221305	248664	0	68863	0	0	0	29883
5209	0	2774771	3279831	62196758	0	0	3531944	85190	0	0	176322	148515	266951	0	0	3637.8	0	0	11332	0	178643	0	19727642	54806	64227	0	0	0	682869	22182336	0	0	0	16905	0	48016	0	207626	442466	0	55002400	13497834	0	3202997	0	0	0	0	0	0	0	0	0	0	1128483	0	0	0	0	0	1149738	171222	830564	16336	0	0	257574	0	0	0	33119	0	0	0	0	0	82426	0	0	23751303	0	0	0	0	110677	0	0	2705755	0	619570	88095	19714	421372	0	0	0	0	0	0	385015	0	0	0	0	0	17042
5214	0	5161296	1382300	107143749	0	71901	10453484	366277	110510	8851.9	122097	154547	99652	0	92400	163561	0	0	0	0	132292	224054	1817820	64888	0	0	0	0	289974	8331265	414815	332283	0	0	35707	127544	0	497715	1227362	10016	219221709	171214576	0	21418249	0	0	0	0	0	0	0	0	0	61586	208719	0	0	0	0	0	1171726	1064554	816243	0	0	0	192514	17227	0	28959	308795	0	0	0	0	0	167469	0	0	9895223	0	0	88276	0	128832	0	36304	8873011	0	9580753	0	5631.2	0	0	4089.9	0	0	0	0	1694505	0	101873	407554	0	0	32393
5217	0	3620147	3167204	33299221	0	0	4230389	136484	0	10039	0	122373	203557	0	11743	20893	0	68554	0	0	224881	0	21334270	57985	0	0	0	0	828575.5	26745544	0	0	33247	21274	56262	263537	0	227237	7426362	0	47860537	9894548	0	1799904	0	0	0	0	0	0	0	0	0	63340008	230971	698701	0	0	613538	12514	2803594	170428513	376289	645959	0	0	78969	21117	85645	59383	2211.5	1856264	43693884	0	0	0	0	0	0	21405612	0	0	203804	11635162	269170	0	78929	945603	0	1761567	196232	15724	0	809219	7261.8	0	0	2460967	0	103918	14510584	0	0	0	0	0
5222	0	9166502	531278	6478838	0	5977.4	9216667	88842	39574	0	0	0	106205	0	0	0	0	115586	0	0	80368	44113	9484413	35776	0	0	0	0	370913	11530139	0	0	0	0	0	166524	0	0	11536500	0	135327360	28940761	153386	703930	42460	0	0	0	0	0	0	0	0	480427	669165	104457	0	0	0	0	1516350	20746965	0	1316032	0	0	137883	19367	0	50176	38038	80943	8345397	0	0	0	189880	0	0	22028430	0	0	2380203	0	2449220	0	25422	1276439	0	2589326	220896	0	104107	0	0	0	0	0	0	185766	0	0	0	0	0	54355
5232	0	3870748	2867503	26895964	0	7029.5	4591433	1045808	0	0	262056	160901	103281	0	0	149150	0	0	0	83011	195532	0	2873634	96721	0	0	0	0	314545.5	3950843	0	0	52689	23102	0	151766	0	25263	528649	0	45324656	12725823	0	1788467	44768	0	7484.7	0	18990	119411	0	0	0	0	281403	0	0	0	0	0	1127761	91099	577990	0	0	0	135969	0	0	0	0	0	0	0	0	0	331893	0	0	4371813	0	73534	0	0	275745	0	0	1886129	15745	490196	237032	22929	1016753	0	0	0	0	0	0	234802	0	0	0	0	0	0
5237	0	4303821	7120431	120911176	0	0	4830918	236396	0	0	222975	177350	188383	0	0	11624	0	0	0	0	244751	0	24614933	157858	0	0	0	0	851292	19676529	0	0	0	0	0	166672	0	592467	688879	9883.1	80315960	29230503	0	4321207	109589	41179	0	0	0	0	0	12269	132538	0	1160044	0	0	29559	255378	0	2217201	144342	896023	0	0	0	637402	62267	0	0	0	0	66696	137441	0	0	206151	0	0	45129066	0	0	0	0	245332	0	17891	2542354	0	3235444	402472	43543	1016152	0	6432.3	0	0	0	0	637588	0	8538.3	153826	0	21451	266799
5250	0	3314826	1295532	21438214	0	14840	8134959	179600	0	9713.2	287565	220790	77768	31685	0	0	0	0	0	0	268617	0	4625356	100529	0	0	0	0	499079.5	15542353	0	0	0	0	0	84047	0	46617	690355	0	48968608	34465965	0	4693392	0	0	0	0	0	0	0	0	0	0	885087	0	0	0	0	0	361774	0	454344	0	0	0	292443	0	0	0	0	0	0	0	9639.8	0	104835	0	0	5305218	0	0	0	0	5735.6	0	0	628924	0	753450	209386	17626	406103	0	0	0	0	0	0	713061	0	37924	0	0	0	117658
